variavel_medida, timestamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id,variavel_medida, timeStamp, valor, id
Main_Data_AnnulusPressure_Value,2023-02-25 22:50:07,327.45016,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:14,221.76694,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:50:07,320.06912,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:07,577.2732,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:07,570.55237,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:07,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:07,562.19,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:07,562.2029,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:07,561.9608,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:07,570.587,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:07,577.3688,1020,SCM_LP_ReturnPressure_Value,2023-02-25 22:51:10,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:51:10,327.45016,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:20,221.43146,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:50:20,319.7336,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:14,577.27325,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:14,570.55237,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:14,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:14,562.1902,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:14,562.2028,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:14,561.9609,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:14,570.58673,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:14,577.36896,1020,SCM_LP_ReturnPressure_Value,2023-02-25 22:53:33,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:52:34,327.11465,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:27,221.76694,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:51:10,319.7336,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:20,577.2733,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:20,570.5525,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:20,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:20,562.1899,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:20,562.20306,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:20,561.96094,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:20,570.5871,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:20,577.3688,1020,SCM_LP_ReturnPressure_Value,2023-02-25 22:55:55,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:53:33,327.11465,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:33,221.43146,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:53:33,320.06912,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:27,577.2735,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:27,570.5524,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:27,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:27,562.19104,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:27,562.2038,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:27,561.9618,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:27,570.58734,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:27,577.36896,1020,SCM_LP_ReturnPressure_Value,2023-02-25 22:58:19,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:54:29,326.77914,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:40,221.76694,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:53:36,320.06912,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:33,577.2734,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:33,570.5526,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:33,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:33,562.19086,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:33,562.2038,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:33,561.9617,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:33,570.58746,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:33,577.369,1020,SCM_LP_ReturnPressure_Value,2023-02-25 23:00:45,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:54:36,327.11465,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:47,221.43146,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:53:42,319.7336,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:40,577.2736,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:40,570.55286,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:40,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:40,562.1907,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:40,562.2036,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:40,561.9615,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:40,570.5876,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:40,577.3691,1020,SCM_LP_ReturnPressure_Value,2023-02-25 23:03:09,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:54:49,326.77914,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:50:53,221.76694,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:54:09,320.06912,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:47,577.2739,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:47,570.55286,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:47,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:47,562.1906,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:47,562.2035,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:47,561.9614,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:47,570.5874,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:47,577.3694,1020,SCM_LP_ReturnPressure_Value,2023-02-25 23:05:34,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:55:55,326.77914,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:51:00,221.43146,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:54:16,319.7336,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:50:53,577.27374,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:50:53,570.553,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:50:53,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:50:53,562.1907,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:50:53,562.2035,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:50:53,561.96136,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:50:53,570.5885,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:50:53,577.3694,1020,SCM_LP_ReturnPressure_Value,2023-02-25 23:07:59,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:56:16,326.44363,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:51:07,221.09595,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:54:29,320.06912,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:51:00,577.2738,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:51:00,570.5531,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:51:00,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:51:00,562.19147,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:51:00,562.20416,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:51:00,561.9624,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:51:00,570.5882,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:51:00,577.36926,1020,SCM_LP_ReturnPressure_Value,2023-02-25 23:10:22,208.74728393554688,1037
Main_Data_AnnulusPressure_Value,2023-02-25 22:56:29,326.77914,978,Main_Data_DownstreamProductionPressure_Value,2023-02-25 22:51:10,221.09595,980,Main_Data_UpstreamProductionPressure_Value,2023-02-25 22:54:36,319.7336,982,PDG_PDG_1_Pressure_Value,2023-02-25 22:51:07,577.2739,985,PDG_PDG_2_Pressure_Value,2023-02-25 22:51:07,570.5533,990,PDG_PDG_3_Pressure_Value,2023-02-25 22:51:07,0,995,PDG_PDG_4_Pressure_Value,2023-02-25 22:51:07,562.1912,1000,PDG_PDG_5_Pressure_Value,2023-02-25 22:51:07,562.2041,1005,PDG_PDG_6_Pressure_Value,2023-02-25 22:51:07,561.9621,1010,PDG_PDG_7_Pressure_Value,2023-02-25 22:51:07,570.5884,1015,PDG_PDG_8_Pressure_Value,2023-02-25 22:51:07,577.36957,1020,SCM_LP_ReturnPressure_Value,2023-02-25 23:12:47,208.74728393554688,1037
